CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,IsZeroBalance,CreditScoreRating,HasMultipleProduct,BalanceSalaryRatio,TenureAgeRatio,CreditScoreAgeRatio,EstimatedMonthlySalary,AgeBalanceInteraction,ProductDensity,LoyalityScore,WealthSignifier,TenureRiskGroup,MidTierDanger,GermanPassiveWealth,HighRiskGermanCohort,BalancePerProduct,CardButInactive,CardAndActive,TeenZeroBalance,ActiveZeroBalance,Female_Germany
823,France,Male,71,5,149105.08,1,0,1,162683.06,0,Old,1,Excellent,1,0.9165372227446422,0.07042253521126761,11.591549295774648,13556.921666666667,10586460.68,0.2,5,1,Mid_Stable,1,0,0,149105.08,0,0,0,0,0
512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,Mid-age,0,Poor,0,0.0,0.07692307692307693,13.128205128205128,11239.849166666667,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
802,Spain,Male,41,5,0.0,2,1,1,134626.3,0,Mid-age,0,Excellent,0,0.0,0.12195121951219512,19.5609756097561,11218.858333333332,0.0,0.4,5,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
450,Spain,Female,34,2,0.0,2,1,0,175480.93,0,Young,0,Poor,0,0.0,0.058823529411764705,13.235294117647058,14623.410833333333,0.0,1.0,0,0,Early_HighRisk,0,0,0,0.0,1,0,0,0,0
651,Germany,Male,41,1,90218.11,1,1,0,174337.68,0,Mid-age,1,Fair,1,0.5174905964103687,0.024390243902439025,15.878048780487806,14528.14,3698942.5100000002,1.0,0,0,Early_HighRisk,0,1,0,90218.11,1,0,0,0,0
697,France,Female,33,1,87347.7,1,1,0,172524.51,0,Young,1,Good,1,0.5062915408367193,0.030303030303030304,21.12121212121212,14377.042500000001,2882474.1,1.0,0,0,Early_HighRisk,0,0,0,87347.7,1,0,0,0,0
611,France,Male,28,2,0.0,2,0,0,25395.83,0,Young,0,Fair,0,0.0,0.07142857142857142,21.821428571428573,2116.3191666666667,0.0,1.0,0,0,Early_HighRisk,0,0,0,0.0,0,0,0,0,0
643,France,Female,33,0,137811.75,1,1,1,184856.89,0,Young,1,Fair,1,0.7455050769273462,0.0,19.484848484848484,15404.740833333335,4547787.75,0.0,0,1,Early_HighRisk,1,0,0,137811.75,0,1,0,0,0
822,France,Male,37,3,105563.0,1,1,0,182624.93,0,Mid-age,1,Excellent,1,0.5780317068430909,0.08108108108108109,22.216216216216218,15218.744166666665,3905831.0,0.3333333333333333,0,1,Mid_Stable,1,0,0,105563.0,1,0,0,0,0
632,France,Male,38,4,0.0,2,0,0,192505.62,0,Mid-age,0,Fair,0,0.0,0.10526315789473684,16.63157894736842,16042.135,0.0,0.5,0,0,Mid_Stable,0,0,0,0.0,0,0,0,0,0
575,Spain,Female,26,7,0.0,2,1,0,112507.63,0,Young,0,Poor,0,0.0,0.2692307692307692,22.115384615384617,9375.635833333334,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
672,France,Male,31,6,91125.75,1,1,0,177295.92,0,Young,1,Good,1,0.5139754485043987,0.1935483870967742,21.677419354838708,14774.660000000002,2824898.25,0.16666666666666666,0,0,Mid_Stable,0,0,0,91125.75,1,0,0,0,0
517,Spain,Male,39,3,0.0,2,0,1,12465.51,0,Mid-age,0,Poor,0,0.0,0.07692307692307693,13.256410256410257,1038.7925,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
621,Spain,Male,39,8,0.0,2,1,0,36122.96,0,Mid-age,0,Fair,0,0.0,0.20512820512820512,15.923076923076923,3010.2466666666664,0.0,0.25,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
775,Germany,Female,77,6,135120.56,1,1,0,37836.64,0,Old,1,Very Good,1,3.5711564240376523,0.07792207792207792,10.064935064935066,3153.0533333333333,10404283.12,0.16666666666666666,0,0,Mid_Stable,1,1,1,135120.56,1,0,0,0,1
600,France,Male,29,8,0.0,2,0,1,34747.43,0,Young,0,Fair,0,0.0,0.27586206896551724,20.689655172413794,2895.619166666667,0.0,0.25,8,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
640,France,Male,28,7,0.0,2,1,1,131097.9,0,Young,0,Fair,0,0.0,0.25,22.857142857142858,10924.824999999999,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
752,France,Female,36,1,86837.95,1,1,1,105280.55,0,Mid-age,1,Very Good,1,0.8248242434143818,0.027777777777777776,20.88888888888889,8773.379166666668,3126166.1999999997,1.0,1,0,Early_HighRisk,0,0,0,86837.95,0,1,0,0,0
613,France,Male,26,4,100446.57,1,0,1,149653.81,0,Young,1,Fair,1,0.6711928683940623,0.15384615384615385,23.576923076923077,12471.150833333333,2611610.8200000003,0.25,4,1,Mid_Stable,1,0,0,100446.57,0,0,0,0,0
484,France,Female,32,3,0.0,2,1,1,139390.99,0,Young,0,Poor,0,0.0,0.09375,15.125,11615.915833333333,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
511,France,Female,33,3,0.0,2,1,0,132436.71,0,Young,0,Poor,0,0.0,0.09090909090909091,15.484848484848484,11036.3925,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
745,France,Female,32,2,0.0,4,0,1,179705.13,1,Young,0,Very Good,0,0.0,0.0625,23.28125,14975.4275,0.0,2.0,2,0,Early_HighRisk,0,0,0,0.0,0,0,0,1,0
786,Spain,Female,32,6,114512.59,1,1,0,15796.66,0,Young,1,Very Good,1,7.249164696840977,0.1875,24.5625,1316.3883333333333,3664402.88,0.16666666666666666,0,0,Mid_Stable,1,0,0,114512.59,1,0,0,0,0
727,France,Male,35,5,136364.46,1,0,0,142754.71,0,Young,1,Good,1,0.9552361529787704,0.14285714285714285,20.771428571428572,11896.225833333332,4772756.1,0.2,0,1,Mid_Stable,1,0,0,136364.46,0,0,0,0,0
622,France,Male,31,5,106260.67,1,1,1,2578.43,0,Young,1,Fair,1,41.2113844471248,0.16129032258064516,20.06451612903226,214.86916666666664,3294080.77,0.2,5,0,Mid_Stable,1,0,0,106260.67,0,1,0,0,0
794,France,Male,24,10,146126.75,1,1,1,88992.05,0,Young,1,Very Good,1,1.642020270349992,0.4166666666666667,33.083333333333336,7416.004166666667,3507042.0,0.1,10,0,Late_HighRisk,1,0,0,146126.75,0,1,0,0,0
636,Spain,Male,52,4,111284.53,1,0,1,32936.44,1,Mid-age,1,Fair,1,3.378766193310509,0.07692307692307693,12.23076923076923,2744.7033333333334,5786795.56,0.25,4,0,Mid_Stable,1,0,0,111284.53,0,0,0,0,0
741,Spain,Female,42,9,121056.63,2,1,0,39122.58,0,Mid-age,1,Very Good,1,3.0942905605918627,0.21428571428571427,17.642857142857142,3260.215,5084378.46,0.2222222222222222,0,0,Mid_Stable,1,0,0,60528.315,1,0,0,0,0
687,France,Male,34,5,128270.56,1,1,0,191092.62,0,Young,1,Good,1,0.6712481099479405,0.14705882352941177,20.205882352941178,15924.385,4361199.04,0.2,0,1,Mid_Stable,1,0,0,128270.56,1,0,0,0,0
660,Spain,Male,30,4,0.0,2,1,0,129149.06,0,Young,0,Fair,0,0.0,0.13333333333333333,22.0,10762.421666666667,0.0,0.5,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
660,France,Male,35,7,0.0,2,1,0,13218.6,0,Young,0,Fair,0,0.0,0.2,18.857142857142858,1101.55,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
617,France,Female,79,7,0.0,1,1,1,160589.18,0,Old,0,Fair,0,0.0,0.08860759493670886,7.810126582278481,13382.431666666665,0.0,0.14285714285714285,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
762,France,Male,32,10,191775.65,1,1,0,179657.83,0,Young,1,Very Good,1,1.0674494398602055,0.3125,23.8125,14971.485833333332,6136820.8,0.1,0,1,Late_HighRisk,0,0,0,191775.65,1,0,0,0,0
752,Spain,Female,35,2,0.0,1,1,0,44335.54,1,Young,0,Very Good,0,0.0,0.05714285714285714,21.485714285714284,3694.6283333333336,0.0,0.5,0,0,Early_HighRisk,0,0,0,0.0,1,0,0,0,0
561,Spain,Male,34,4,85141.79,2,1,1,29217.37,0,Young,1,Poor,1,2.9140812468747184,0.11764705882352941,16.5,2434.7808333333332,2894820.86,0.5,4,0,Mid_Stable,0,0,0,42570.895,0,1,0,0,0
609,France,Male,26,10,126392.18,1,0,1,43651.49,0,Young,1,Fair,1,2.89548375095558,0.38461538461538464,23.423076923076923,3637.6241666666665,3286196.6799999997,0.1,10,0,Late_HighRisk,1,0,0,126392.18,0,0,0,0,0
803,France,Male,28,3,0.0,2,1,0,159654.0,0,Young,0,Excellent,0,0.0,0.10714285714285714,28.678571428571427,13304.5,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
556,France,Female,40,9,129860.37,1,0,0,17992.94,0,Mid-age,1,Poor,1,7.217295783790754,0.225,13.9,1499.4116666666666,5194414.8,0.1111111111111111,0,0,Mid_Stable,1,0,0,129860.37,0,0,0,0,0
531,France,Female,53,5,127642.44,1,1,0,141501.45,1,Mid-age,1,Poor,1,0.902057470082462,0.09433962264150944,10.018867924528301,11791.7875,6765049.32,0.2,0,1,Mid_Stable,1,0,0,127642.44,1,0,0,0,0
411,France,Female,35,2,0.0,2,1,1,93825.78,0,Young,0,Poor,0,0.0,0.05714285714285714,11.742857142857142,7818.815,0.0,1.0,2,0,Early_HighRisk,0,0,0,0.0,0,1,0,1,0
587,Germany,Female,44,5,125584.17,2,1,1,41852.24,1,Mid-age,1,Fair,1,3.000655878872911,0.11363636363636363,13.340909090909092,3487.6866666666665,5525703.4799999995,0.4,5,0,Mid_Stable,1,0,0,62792.085,0,1,0,0,1
683,Spain,Male,56,7,50911.21,3,0,0,97629.31,1,Mid-age,1,Good,1,0.5214746473164668,0.125,12.196428571428571,8135.775833333333,2851027.76,0.42857142857142855,0,0,Mid_Stable,0,0,0,16970.403333333332,0,0,0,0,0
654,France,Male,29,2,91955.61,1,1,0,37065.66,0,Young,1,Fair,1,2.4808841930779053,0.06896551724137931,22.551724137931036,3088.8050000000003,2666712.69,0.5,0,0,Early_HighRisk,0,0,0,91955.61,1,0,0,0,0
670,Germany,Female,36,2,84266.44,2,0,0,38614.69,0,Mid-age,1,Good,1,2.182237899617995,0.05555555555555555,18.61111111111111,3217.8908333333334,3033591.84,1.0,0,0,Early_HighRisk,0,1,0,42133.22,0,0,0,0,1
655,France,Female,36,2,147149.59,1,1,1,87816.86,0,Mid-age,1,Fair,1,1.675641670631357,0.05555555555555555,18.194444444444443,7318.071666666667,5297385.24,0.5,2,0,Early_HighRisk,1,0,0,147149.59,0,1,0,0,0
752,France,Female,36,7,0.0,2,1,0,184866.86,0,Mid-age,0,Very Good,0,0.0,0.19444444444444445,20.88888888888889,15405.571666666665,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
534,France,Female,23,5,104822.45,1,0,1,160176.47,0,Young,1,Poor,1,0.6544185297628297,0.21739130434782608,23.217391304347824,13348.039166666667,2410916.35,0.2,5,1,Mid_Stable,1,0,0,104822.45,0,0,0,0,0
635,France,Male,42,1,146766.72,2,0,1,164357.1,0,Mid-age,1,Fair,1,0.8929746265905154,0.023809523809523808,15.119047619047619,13696.425000000001,6164202.24,2.0,1,1,Early_HighRisk,1,0,0,73383.36,0,0,0,0,0
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,Old,1,Poor,1,8.347915882128124,0.08571428571428572,7.014285714285714,1484.8608333333334,10412214.4,0.3333333333333333,6,0,Mid_Stable,1,0,0,74372.96,0,1,0,0,0
516,France,Male,27,9,0.0,1,1,0,142680.64,1,Young,0,Poor,0,0.0,0.3333333333333333,19.11111111111111,11890.053333333335,0.0,0.1111111111111111,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
530,France,Female,48,0,0.0,1,1,0,85081.09,0,Mid-age,0,Poor,0,0.0,0.0,11.041666666666666,7090.090833333333,0.0,0.0,0,0,Early_HighRisk,0,0,0,0.0,1,0,0,0,0
687,Spain,Male,35,3,0.0,2,1,1,176450.19,0,Young,0,Good,0,0.0,0.08571428571428572,19.62857142857143,14704.1825,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
684,France,Female,41,6,135203.81,2,1,1,121967.88,0,Mid-age,1,Good,1,1.1085198004589405,0.14634146341463414,16.682926829268293,10163.99,5543356.21,0.3333333333333333,6,1,Mid_Stable,1,0,0,67601.905,0,1,0,0,0
706,Germany,Male,23,2,93301.97,2,0,1,127187.04,0,Young,1,Good,1,0.7335807956533936,0.08695652173913043,30.695652173913043,10598.92,2145945.31,1.0,2,0,Early_HighRisk,0,0,0,46650.985,0,0,0,0,0
490,Germany,Male,33,5,96341.0,2,0,0,108313.34,0,Young,1,Poor,1,0.8894656927761623,0.15151515151515152,14.848484848484848,9026.111666666666,3179253.0,0.4,0,0,Mid_Stable,0,1,0,48170.5,0,0,0,0,0
796,France,Male,44,8,165326.2,1,1,1,57205.55,0,Mid-age,1,Very Good,1,2.890037767314535,0.18181818181818182,18.09090909090909,4767.129166666667,7274352.800000001,0.125,8,0,Mid_Stable,0,0,0,165326.2,0,1,0,0,0
849,France,Male,27,0,0.0,2,0,1,157891.86,0,Young,0,Excellent,0,0.0,0.0,31.444444444444443,13157.654999999999,0.0,0.0,0,0,Early_HighRisk,0,0,0,0.0,0,0,0,1,0
779,France,Female,41,10,99786.2,1,1,0,86927.53,0,Mid-age,1,Very Good,1,1.1479240236090913,0.24390243902439024,19.0,7243.9608333333335,4091234.1999999997,0.1,0,0,Late_HighRisk,0,0,0,99786.2,1,0,0,0,0
794,Spain,Female,22,4,114440.24,1,1,1,107753.07,0,Young,1,Very Good,1,1.062060134342344,0.18181818181818182,36.09090909090909,8979.4225,2517685.2800000003,0.25,4,1,Mid_Stable,1,0,0,114440.24,0,1,0,0,0
748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,Mid-age,1,Very Good,1,1.7231834849231007,0.1111111111111111,20.77777777777778,6846.511666666666,5096647.8,0.25,0,0,Mid_Stable,1,0,0,141573.55,1,0,0,0,0
663,Spain,Female,22,9,0.0,1,1,0,29135.89,1,Young,0,Fair,0,0.0,0.4090909090909091,30.136363636363637,2427.9908333333333,0.0,0.1111111111111111,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
645,Spain,Female,55,1,133676.65,1,0,1,17095.49,0,Mid-age,1,Fair,1,7.819410265514471,0.01818181818181818,11.727272727272727,1424.6241666666667,7352215.75,1.0,1,0,Early_HighRisk,1,0,0,133676.65,0,0,0,0,0
464,France,Female,33,10,147493.7,2,1,0,100447.53,0,Young,1,Poor,1,1.4683656233259297,0.30303030303030304,14.06060606060606,8370.6275,4867292.100000001,0.2,0,1,Late_HighRisk,1,0,0,73746.85,1,0,0,0,0
737,France,Male,54,9,0.0,1,1,0,83470.4,1,Mid-age,0,Good,0,0.0,0.16666666666666666,13.648148148148149,6955.866666666666,0.0,0.1111111111111111,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
590,France,Female,29,4,0.0,2,1,0,121846.81,0,Young,0,Fair,0,0.0,0.13793103448275862,20.344827586206897,10153.900833333333,0.0,0.5,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
522,Germany,Female,37,3,95022.57,1,1,1,129107.59,0,Mid-age,1,Poor,1,0.7359952269266277,0.08108108108108109,14.108108108108109,10758.965833333334,3515835.0900000003,0.3333333333333333,3,0,Mid_Stable,0,0,0,95022.57,0,1,0,0,1
648,France,Female,34,3,0.0,1,1,0,54726.43,0,Young,0,Fair,0,0.0,0.08823529411764706,19.058823529411764,4560.535833333333,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
754,France,Male,37,6,0.0,1,1,1,116141.72,0,Mid-age,0,Very Good,0,0.0,0.16216216216216217,20.37837837837838,9678.476666666667,0.0,0.16666666666666666,6,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
669,France,Male,50,4,149713.61,3,1,1,124872.42,1,Mid-age,1,Fair,1,1.1989325585265345,0.08,13.38,10406.035,7485680.499999999,0.75,4,1,Mid_Stable,1,0,0,49904.53666666666,0,1,0,0,0
648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1,Mid-age,1,Fair,1,0.5790819574846146,0.023255813953488372,15.069767441860465,15536.571666666665,4642425.34,1.0,0,1,Early_HighRisk,1,1,0,107963.38,0,0,0,0,1
763,France,Male,40,3,0.0,2,1,0,134281.11,0,Mid-age,0,Very Good,0,0.0,0.075,19.075,11190.092499999999,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
790,Spain,Male,32,3,0.0,1,1,0,91044.47,0,Young,0,Very Good,0,0.0,0.09375,24.6875,7587.0391666666665,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
581,France,Male,37,7,0.0,2,1,1,74320.75,0,Mid-age,0,Fair,0,0.0,0.1891891891891892,15.702702702702704,6193.395833333333,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
703,France,Male,43,8,0.0,2,1,0,9704.66,0,Mid-age,0,Good,0,0.0,0.18604651162790697,16.348837209302324,808.7216666666667,0.0,0.25,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
571,France,Female,33,9,102017.25,2,0,0,128600.49,0,Young,1,Poor,1,0.793288190426024,0.2727272727272727,17.303030303030305,10716.7075,3366569.25,0.2222222222222222,0,1,Mid_Stable,1,0,0,51008.625,0,0,0,0,0
657,Spain,Female,27,8,0.0,2,0,0,6468.24,0,Young,0,Fair,0,0.0,0.2962962962962963,24.333333333333332,539.02,0.0,0.25,0,0,Mid_Stable,0,0,0,0.0,0,0,0,0,0
737,France,Male,44,7,0.0,2,0,0,57898.58,0,Mid-age,0,Good,0,0.0,0.1590909090909091,16.75,4824.881666666667,0.0,0.2857142857142857,0,0,Mid_Stable,0,0,0,0.0,0,0,0,0,0
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,Young,1,Very Good,1,0.5031970533517842,0.27586206896551724,27.344827586206897,16010.055,2803561.95,0.25,0,0,Mid_Stable,0,0,0,48337.275,0,0,0,0,0
783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1,Mid-age,1,Very Good,1,0.49820322357116376,0.06818181818181818,17.795454545454547,13684.460833333333,3599715.24,0.3333333333333333,0,0,Mid_Stable,0,0,0,81811.71,1,0,0,0,0
751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0,Young,1,Very Good,1,0.6744629587156744,0.12121212121212122,22.757575757575758,9795.646666666666,2616293.13,0.25,0,0,Mid_Stable,0,0,0,79281.61,1,0,0,0,0
579,France,Male,31,6,0.0,2,1,0,26149.25,0,Young,0,Poor,0,0.0,0.1935483870967742,18.677419354838708,2179.1041666666665,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0,Mid-age,1,Fair,1,13.32159870873023,0.2777777777777778,18.194444444444443,765.1383333333333,4403318.04,0.1,0,0,Late_HighRisk,1,1,0,122314.39,1,0,0,0,1
614,Germany,Male,43,8,140733.74,1,1,1,166588.76,0,Mid-age,1,Fair,1,0.8447973320649003,0.18604651162790697,14.279069767441861,13882.396666666667,6051550.819999999,0.125,8,1,Mid_Stable,1,0,0,140733.74,0,1,0,0,0
678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1,Mid-age,1,Good,1,0.5994922523339485,0.04081632653061224,13.83673469387755,16254.464999999998,5729722.39,0.5,0,1,Early_HighRisk,1,1,1,116933.11,1,0,0,0,0
562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0,Mid-age,1,Poor,1,1.9285491059225428,0.12195121951219512,13.707317073170731,7148.9425,6783246.640000001,0.4,0,0,Mid_Stable,0,0,0,82722.52,1,0,0,0,0
711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0,Mid-age,1,Good,1,1.208696973137655,0.09433962264150944,13.415094339622641,8535.709166666666,6561666.59,0.2,0,1,Mid_Stable,1,1,1,123805.03,1,0,0,0,1
620,France,Male,37,0,107548.94,1,1,0,71175.94,0,Mid-age,1,Fair,1,1.5110294293268203,0.0,16.756756756756758,5931.328333333334,3979310.7800000003,0.0,0,0,Early_HighRisk,1,0,0,107548.94,1,0,0,0,0
437,France,Male,49,9,111634.29,2,0,1,166440.32,0,Mid-age,1,Poor,1,0.6707166268365742,0.1836734693877551,8.918367346938776,13870.026666666667,5470080.21,0.2222222222222222,9,1,Mid_Stable,1,0,0,55817.145,0,0,0,0,0
691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,Mid-age,1,Good,1,0.7333212584370874,0.1951219512195122,16.853658536585368,12404.063333333334,4475312.36,0.375,8,1,Mid_Stable,1,0,0,36384.653333333335,0,1,0,0,1
552,Spain,Female,34,4,0.0,2,1,0,140286.69,0,Young,0,Poor,0,0.0,0.11764705882352941,16.235294117647058,11690.5575,0.0,0.5,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
765,Germany,Male,34,5,86055.17,2,1,1,104220.5,0,Young,1,Very Good,1,0.8257029087367648,0.14705882352941177,22.5,8685.041666666666,2925875.78,0.4,5,0,Mid_Stable,0,0,0,43027.585,0,1,0,0,0
707,Germany,Female,51,10,98438.23,1,0,0,70778.63,1,Mid-age,1,Good,1,1.3907902710182436,0.19607843137254902,13.862745098039216,5898.219166666667,5020349.7299999995,0.1,0,0,Late_HighRisk,0,1,1,98438.23,0,0,0,0,1
764,Spain,Male,29,5,0.0,2,1,0,65868.28,0,Young,0,Very Good,0,0.0,0.1724137931034483,26.344827586206897,5489.0233333333335,0.0,0.4,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
585,France,Female,32,8,144705.87,2,0,0,171482.56,0,Young,1,Fair,1,0.8438518179341385,0.25,18.28125,14290.213333333333,4630587.84,0.25,0,1,Mid_Stable,1,0,0,72352.935,0,0,0,0,0
784,France,Male,31,7,0.0,2,1,1,143204.41,0,Young,0,Very Good,0,0.0,0.22580645161290322,25.29032258064516,11933.700833333334,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
605,France,Male,41,5,91612.91,1,1,1,28427.84,0,Mid-age,1,Fair,1,3.2226475877168297,0.12195121951219512,14.75609756097561,2368.9866666666667,3756129.31,0.2,5,0,Mid_Stable,0,0,0,91612.91,0,1,0,0,0
699,Spain,Male,40,2,0.0,1,1,0,78387.32,0,Mid-age,0,Good,0,0.0,0.05,17.475,6532.276666666668,0.0,0.5,0,0,Early_HighRisk,0,0,0,0.0,1,0,0,0,0
544,France,Female,40,7,0.0,1,0,1,161076.92,0,Mid-age,0,Poor,0,0.0,0.175,13.6,13423.076666666668,0.0,0.14285714285714285,7,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
803,France,Female,32,9,192122.84,1,1,1,54277.45,1,Young,1,Excellent,1,3.539643811564471,0.28125,25.09375,4523.120833333333,6147930.88,0.1111111111111111,9,0,Mid_Stable,0,0,0,192122.84,0,1,0,0,0
735,France,Male,41,7,179904.0,1,1,1,137180.95,0,Mid-age,1,Good,1,1.311435735063797,0.17073170731707318,17.926829268292682,11431.745833333334,7376064.0,0.14285714285714285,7,1,Mid_Stable,0,0,0,179904.0,0,1,0,0,0
673,France,Male,59,0,178058.06,2,0,1,21063.71,1,Mid-age,1,Good,1,8.45330950720457,0.0,11.40677966101695,1755.3091666666667,10505425.54,0.0,0,0,Early_HighRisk,0,0,0,89029.03,0,0,0,0,0
652,France,Male,30,2,176166.56,2,1,1,152210.81,0,Young,1,Fair,1,1.1573853394512519,0.06666666666666667,21.733333333333334,12684.234166666667,5284996.8,1.0,2,1,Early_HighRisk,0,0,0,88083.28,0,1,0,0,0
694,France,Male,42,3,156864.2,2,0,0,88890.75,0,Mid-age,1,Good,1,1.7646853019014916,0.07142857142857142,16.523809523809526,7407.5625,6588296.4,0.6666666666666666,0,0,Mid_Stable,0,0,0,78432.1,0,0,0,0,0
741,France,Female,44,7,0.0,2,1,1,190534.76,0,Mid-age,0,Very Good,0,0.0,0.1590909090909091,16.84090909090909,15877.896666666667,0.0,0.2857142857142857,7,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
590,Spain,Male,30,3,0.0,2,1,0,83090.35,0,Young,0,Fair,0,0.0,0.1,19.666666666666668,6924.195833333334,0.0,0.6666666666666666,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
809,Spain,Female,33,3,0.0,2,0,1,141426.78,0,Young,0,Excellent,0,0.0,0.09090909090909091,24.515151515151516,11785.565,0.0,0.6666666666666666,3,0,Mid_Stable,0,0,0,0.0,0,0,0,1,0
523,France,Male,34,2,161588.89,1,1,1,51358.66,0,Young,1,Poor,1,3.1462832168907835,0.058823529411764705,15.382352941176471,4279.888333333333,5494022.260000001,0.5,2,0,Early_HighRisk,0,0,0,161588.89,0,1,0,0,0
540,France,Male,48,2,109349.29,1,1,0,88703.04,1,Mid-age,1,Poor,1,1.2327569607535436,0.041666666666666664,11.25,7391.919999999999,5248765.92,0.5,0,0,Early_HighRisk,1,0,0,109349.29,1,0,0,0,0
596,Spain,Female,29,6,0.0,2,1,0,116696.77,0,Young,0,Fair,0,0.0,0.20689655172413793,20.551724137931036,9724.730833333333,0.0,0.3333333333333333,0,0,Mid_Stable,0,0,0,0.0,1,0,0,0,0
597,France,Female,36,9,0.0,2,1,1,7156.09,0,Mid-age,0,Fair,0,0.0,0.25,16.583333333333332,596.3408333333333,0.0,0.2222222222222222,9,0,Mid_Stable,0,0,0,0.0,0,1,0,1,0
407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,Mid-age,0,Poor,0,0.0,0.02702702702702703,11.0,4096.76,0.0,1.0,1,0,Early_HighRisk,0,0,0,0.0,0,1,0,1,0
748,France,Male,60,0,152335.7,1,1,0,126743.33,1,Mid-age,1,Very Good,1,1.2019228151887758,0.0,12.466666666666667,10561.944166666666,9140142.0,0.0,0,1,Early_HighRisk,0,0,0,152335.7,1,0,0,0,0
562,France,Female,51,1,124662.54,1,1,1,65390.46,1,Mid-age,1,Poor,1,1.9064331402470636,0.0196078431372549,11.019607843137255,5449.205,6357789.54,1.0,1,0,Early_HighRisk,1,0,0,124662.54,0,1,0,0,0
734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0,Mid-age,1,Good,1,0.6592101423903944,0.2127659574468085,15.617021276595745,11569.659166666666,4301535.88,0.2,10,0,Late_HighRisk,0,0,0,45761.02,0,1,0,0,1
710,France,Male,45,1,0.0,2,1,1,36154.66,0,Mid-age,0,Good,0,0.0,0.022222222222222223,15.777777777777779,3012.888333333334,0.0,2.0,1,0,Early_HighRisk,0,0,0,0.0,0,1,0,1,0
539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,Mid-age,1,Poor,1,1.0384425507161392,0.15384615384615385,13.820512820512821,4979.595,2420038.92,0.16666666666666666,6,0,Mid_Stable,0,0,0,62052.28,0,0,0,0,0
542,France,Male,32,7,107871.72,1,1,0,125302.64,0,Young,1,Poor,1,0.8608894433509142,0.21875,16.9375,10441.886666666667,3451895.04,0.14285714285714285,0,1,Mid_Stable,1,0,0,107871.72,1,0,0,0,0
717,France,Female,36,2,99472.76,2,1,0,94274.72,1,Mid-age,1,Good,1,1.0551371565993513,0.05555555555555555,19.916666666666668,7856.2266666666665,3581019.36,1.0,0,0,Early_HighRisk,0,0,0,49736.38,1,0,0,0,0
